tweet,sarcastic,rephrase,dialect
محلي إندلاع حريق هائل في منطقة اللطرون شمال مدينة  القدس وبالقرب من الطريق رقم1 الواصل بين القدس ومدينة  يافا المحتلة. شباب نيوز,0,,msa
 هتحبك لو تحاول تقنعها باللى انت عايزه بهدوء مش زعيق وخلاص ;),0,,egypt
 أوقفوا الفحم :),0,,msa
  هل تعلم  أن  حلب قادت مدن الشام ضدالدولة العبيدية الرافضية اليهودية والتي جردت الجيوش لإحتلال الشام خلال أكثر من نصف قرن ستبقى حلب ,0,,msa
أغيب هذا الأسبوع لا لتحضير مفاجأة ولكن للتركيز في موضوع معقد التفاصيل :),0,,msa
 ما لا يعرفه الكثيرون حتى السياسيون منهم أن الرئيس الروسي بوتن هو يهودي وليس نصرانياً. ,0,,msa
صمت بعض الصحفيين والإعلاميين في صحف الأحزاب ووسائل الإعلام الخاصة عن خطورة تفعيل قانون الطوارئ وتقييد الحريات بل وترحيبها به,0,,msa
 قوات  الاحتلال تعتقل شابا من مخيم شعفاط، وتصادر سلاحا من منزله، الليلة الماضية. ,0,,msa
  ستولتنبرغ|  الناتو يقدم دعماً سياسياً لأوكرانيا ويواصل العمل على وحدة أراضيها  مباشر  تركيا  أوكرانيا ,0,,msa
 الفرسان كورة | اخبار |  محمد صلاح يقود  تشيلسي لاسقاط  ليفربول,0,,msa
(وإنما الأمم الأخلاق ما بقيت فـإن هُمُوُ ذهبــت أخـلاقهم ذهــبوا)  خلق جميل  خلق جميل,0,,msa
الأمم المتحدة: ننتظر موافقة  موسكو و  دمشق على هدنة بـ  حلب بحلول 24 الجاري,0,,msa
مبارك عليكم الشهر!  رمضان كريم,0,,msa
يا رب لك الحمد أن جمعت شمل أسرتي,0,,msa
عاد جلاّد الأندية ؛ وحاكم الكرة الدائم 😍️  تصميمي  ريتويت  ريال مدريد  كريستيانو رونالدو,0,,msa
(ونادى أصحاب الأعراف رجالا يعرفونهم بسيماهم قالوا ما أغنى عنكم جمعكم وما كنتم تستكبرون) [الأعراف:48]  ريال مدريد,0,,msa
محبين البرنامج بيزيدوا :),0,,egypt
لم يترك الانقلاب نقيصة الا وعملها,0,,msa
الحمد لله أن لي ربايغفر الذنبويقبل التوب حليمستيرغفوررحيمجبارعليمحكيم تعرف إلى الله بأسمائه وصفاته  أح…,0,,egypt
احضن اللى بتحبه   بكلامك   ^ ^ ! - قوله كلمة حلوة  فجأة : ) !,0,,egypt
 سوريا فى القلب الله ينصركم يارب ويشفي صدوركم,0,,msa
لن أُصدق كتب التاريخ بعد اليوم وقد رأيت الحاضر يُزيف بلا حياء فكيف بتاريخ كتبه مُنتصر ؟  مجزرة رابعة,0,,msa
أن تكون علمانيا لا يعني أن تشتم  حسن البنا وأن تحكم على كتب  سيد قطب بانها ثرثرة وأن عبارة  إني اتطبّب بالجوع  للشيخ  ا…,0,,egypt
المادة التاسعة وأسباب أخرى لرفض مسودة مبادئ الدستور (1) - عمرو حمزاوي - بوابة الشروق,0,,msa
 كريستيانو رونالدو صاروخ ماديرا او قاذفة اللهب او الدون او التورنادو او السيداو الامراطور و المهم انه افضل لاعب عالمي,0,,egypt
من الأمور الهامة لتنمية  الحب بين الزوجين التفاعل مع أزمات شريك  الحياة فلذلك أثر كبير في بناء المودة بين الزوجين وجعلهما أكثر قربًا ومحبة,0,,msa
٥ أعوام قضت من بداية الحرب في  سوريا ولو كان فيه ضمير الأمم احساس لكان أضعف الايمان هو تجهيز جيش من النازحين  السوريين ودعمهم حلب تباد بصمت,0,,msa
  اليمن  قوات التحالف عسيري انتهاء الهدنة وعدم التمديديا حسافة مشوار  كيري اللي راح خسارة كيري تحركات لانقاذ قطاع الطريقلكن لن يتم ذلك ,0,,msa
الاعتقالات وباء وانتشر فى مصر والحبس الاحتياطى فيروس يلاحق المعتقلين,0,,msa
حلب إنطلق منها نور الدين فضم دمشق للجبهة الإسلامية سنة 549هـ وحقق بذلك توازن قوى مع الصليبيين ليبدأ بمجاهدتهم بكل قوة وإقتدار ستبقى حلب,0,,msa
 اللهم أنت السلام ومنك السلام تباركت يا ذا الجلال والإكرام  ريال مدريد ,0,,msa
  الكويت / تقدم مليون دولار لعلاج الاطفال السوريين النازحين في لبنان. ,0,,msa
ما حدث في مصر عكس ما يقوله الكثير هو دليل على الوعي الديموقراطي لدى الشعب مرسي كان جاي بشروط وأول ما هو غيرها الشعب غيره,0,,egypt
إبطال مفعول قنبلة بدائية الصنع بجوار ميدان محطة  المنيا,0,,msa
  بنغازي استشهاد الاسير عند الدواعش من سجناء بوهديمه  اسامه جمعه النايلي الذي قتل فى احدى الغارات الجوية ونحتسبه باذن الله تعالى من الشهداء ,0,,msa
اسحبوا الوثيقة الدستورية المشوهة نريد لجنة محايدة تضع ميثاق شرف نلتف حوله جميعاًأولويتنا هى توحيد الصفوف وليس المزيد من الصدام والفوضى,0,,msa
قطر ترفض تسليم 28 شخصا من قيادات  الإخوان المسلمين ما أجملها من تُهمة وما أعظمه من موقف  شكرا…,0,,msa
 فقدنا ثلاث من العظماء  عبدالله بن غبدالعزيز و  هوجو تشافيز و  كاسترو الموتمر ألسابع ,0,,msa
 يا سنينى اللى رحتى ارجعيلى ... ارجعيلى شى مرة ارجعيلى .. ورديلى ضحكاتى اللى راحت ..💔 فيروز ,0,,levant
 مستشار سابق في  البعثة الإيرانية لدى  الأمم المتحدة يقر بتقديمه إقراراً ضريبياً كاذباً يخفض حجم راتبه وبالتآمر لانتهاك قانون أمريكي للعقوبات ,0,,msa
الشبكة زفت  فودافون  اتصالات  موبينيل,0,,egypt
 الحريري استقبل في  بيت الوسط  وزير الخارجية الكندي ستيفان ديون يرافقه نواب كنديون من أصل لبناني ,0,,msa
 ان التفاؤل هو الايمان الذي يقود الى النجاح .. ولا شيء يمكن تحقيقه بدون الامل و الثقة .. هيلن كيلر.  ريال مدريد ,0,,msa
 يجب على  تركيا و  إيران و  الصين و  روسيا أن تُتاجر مع عملاتها. ليست هناك حاجة للتجارة مع  الدولار و  اليورو. ,0,,msa
كل عام وأنتم بخير وكل منا في سلام مع نفسه ومع الغير وفي وطن يتسع للجميعمازالت قناعتي أن شباب مصر الثورة هم الحل والأمل:فكر خلاق وقيادة فتية,0,,msa
 حب كل حياتي  اليسا ,0,,msa
كابوس متى ينتهى,0,,msa
(أومن ينشأ في الحلية وهو في الخصام غير مبين) [الزخرف:18]  ريال مدريد,0,,msa
 موسكو: إرسال مراقبين دوليين إلى  حلب يجب أن يتم بموافقة الحكومة السورية. ,0,,msa
شعرت بالحزن أثناء زيارتي للكنيسة بعد أن تحدث معي العديد من الأقباط عن إحساسهم بالظلم الواقع عليهم كأقلية في مصر,0,,msa
أتقدم بخالص التهنئة إلى الإخوة الأقباط بمناسبة عيد الميلاد المجيد أعاده الله على مصر بالأمن والرخاء,0,,msa
رحم الله الحاضر الغائب أيقونة النضال الفلسطينى محمود درويش ، تحية ودعاء فى ذكراه,0,,levant
 مجلس الأمن يقر بالإجماع على نشر مراقبين دوليين في حلب واحياءها الشرقية…من يضمن حيادية المراقبينولماذا وافقت روسيا على وجودهم لمدةغير محددة ,0,,msa
الإرهاب خطر عالمي اعتاد أن يستوطن في مناطق تغيب عنها هيبة وسلطة الدولة ويحولها لملاذ له خلايا القاعدة وتيارات عنفية مختلفة ليست بعيدة عنا,0,,msa
الى الثوريين المقاطعين لانتخابات الرئاسة المقاطعة ان لم تكن عامة وشاملة ومؤثرة ستصب في صالح الفلول كما ان غيابكم يعنى فتح الباب للتزوير أ,0,,msa
  نطلب دعم المعارضة السورية بصورايخ والعتاد العسكري لمحاربة المرتزاقة جنود بوتن والمرتزاقة مليشيات.النظام الاسدي والايراني الارهابية ,0,,msa
لصالح من يُلغى مشروع ( محور قناة السويس ) الذي كان من المقرر أن يرفد الخزينة المصرية بمائة مليار دولار سنويا ؟ الجواب…,0,,msa
 أوسكار : لقد امضيت سنتان مميزتان حتى الأن، و أريد أن استمر في اللعب هنا لسنوات عديدة مثل تيري ولامبارد,0,,msa
  اردوغان قال لروتانا لااستطيع تأيد الانقلاب فى  مصر والا اكون متناقض مع نفسي و  السيسي لايستطيع تاييد الثورة فى  سوريا والا سيتناقض مع نفسه ,0,,msa
